month,unlocked,delta,address,cap
2028-05-13 00:00:00,21360.0,0.0,0x01b66758fba1e1012be2001c79fd8897313ba4c9,6676
2028-06-13 00:00:00,21953.333333333332,0.0,0x01b66758fba1e1012be2001c79fd8897313ba4c9,6676
2028-07-13 00:00:00,22546.666666666668,0.0,0x01b66758fba1e1012be2001c79fd8897313ba4c9,6676
2028-08-13 00:00:00,23140.0,0.0,0x01b66758fba1e1012be2001c79fd8897313ba4c9,6676
2028-09-13 00:00:00,23733.333333333332,0.0,0x01b66758fba1e1012be2001c79fd8897313ba4c9,6676
2028-10-13 00:00:00,24326.666666666668,0.0,0x01b66758fba1e1012be2001c79fd8897313ba4c9,6676
2028-11-13 00:00:00,24920.0,0.0,0x01b66758fba1e1012be2001c79fd8897313ba4c9,6676
2028-12-13 00:00:00,25513.333333333332,0.0,0x01b66758fba1e1012be2001c79fd8897313ba4c9,6676
2029-01-13 00:00:00,26106.666666666668,0.0,0x01b66758fba1e1012be2001c79fd8897313ba4c9,6676
2029-02-13 00:00:00,26700.0,0.0,0x01b66758fba1e1012be2001c79fd8897313ba4c9,6676
2025-02-13 00:00:00,0.0,0.0,0x01d29ec5d67019e4e73b843a0315a115a2ef18c9,800001
2025-03-13 00:00:00,0.0,0.0,0x01d29ec5d67019e4e73b843a0315a115a2ef18c9,800001
2025-04-13 00:00:00,0.0,0.0,0x01d29ec5d67019e4e73b843a0315a115a2ef18c9,800001
2025-05-13 00:00:00,0.0,0.0,0x01d29ec5d67019e4e73b843a0315a115a2ef18c9,800001
2025-06-13 00:00:00,0.0,0.0,0x01d29ec5d67019e4e73b843a0315a115a2ef18c9,800001
2025-07-13 00:00:00,0.0,0.0,0x01d29ec5d67019e4e73b843a0315a115a2ef18c9,800001
2025-08-13 00:00:00,0.0,0.0,0x01d29ec5d67019e4e73b843a0315a115a2ef18c9,800001
2025-09-13 00:00:00,0.0,0.0,0x01d29ec5d67019e4e73b843a0315a115a2ef18c9,800001
